ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt,item_keyword,item_category,item_brand,customer,supplier,competitor
395750-KR,EF0000002734,ARIRANG ESG가치주액티브,,글로벌 투자의 핵심 키워드 ESG(환경/사회/지배구조) 와 액티브 운용전략을 결합하여 가치주에 투자하는 ETF,KRX,104.68,"['한화', 'ARIRANG ESG가치주액티브', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
395760-KR,EF0000002735,ARIRANG ESG성장주액티브,,글로벌 투자의 핵심 키워드 ESG(환경/사회/지배구조) 와 액티브 운용전략을 결합하여 성장주에 투자하는 ETF,KRX,48.11,"['한화', 'ARIRANG ESG성장주액티브', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
396500-KR,EF0000002736,TIGER Fn반도체TOP10,,주식시장에 상장된 '반도체' 종목에 투자하며 반도체 상위 2개 종목에 모두 투자하는 ETF,KRX,44.12,"['미래에셋', 'TIGER Fn반도체TOP10', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
396510-KR,EF0000002737,TIGER 차이나클린에너지SOLACTIVE,,중국 정부가 발전을 주도하는 신재생에너지 산업에 투자하는 ETF,KRX,53.25,"['미래에셋', 'TIGER 차이나클린에너지SOLACTIVE', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
396520-KR,EF0000002738,TIGER 차이나반도체FACTSET,,거대한 중국 반도체 내수 시장과 정부 반도체 육성 정책의 수혜가 예상되는 중국 반도체 산업에 투자하는 ETF,KRX,26.63,"['미래에셋', 'TIGER 차이나반도체FACTSET', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
397420-KR,EF0000002739,KBSTAR 국채선물5년추종,,중기(듀레이션 5Y 수준) 국채선물에 투자하여 금리변동에 따른 자본차익에 집중한 ETF,KRX,2.0,"['KB', 'KBSTAR 국채선물5년추종', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
399110-KR,EF0000002740,SOL 미국S&P500ESG,,미국 주식시장에 상장되어 거래되는 시가총액 상위 500개 종목 중 ESG(환경/사회/지배구조) 스코어링을 반영하여 종목을 선별한 ETF,KRX,19.72,"['신한', 'SOL 미국S&P500ESG', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
399580-KR,EF0000002741,KBSTAR 글로벌클린에너지S&P,,"태양광, 풍력, 수력 등 친환경에너지 산업 관련 글로벌 기업에 투자하는 해외 테마 주식형 ETF",KRX,9.2,"['KB', 'KBSTAR 글로벌클린에너지S&P', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
400570-KR,EF0000002742,KODEX 유럽탄소배출권선물ICE(H),,"ICE 선물거래소에 상장된 유럽탄소배출권 선물에 투자하여, 친환경 테마 투자와 포트폴리오 분산의 효과를 추구하는 ETF",KRX,51.21,"['삼성', 'KODEX 유럽탄소배출권선물ICE(H)', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
400580-KR,EF0000002743,SOL 유럽탄소배출권선물S&P(H),,글로벌 탄소배출권 거래량의 약 90% 비중을 차지하고 있는 유럽탄소배출권선물(EUA)에 투자하는 ETF,KRX,11.86,"['신한', 'SOL 유럽탄소배출권선물S&P(H)', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
401470-KR,EF0000002747,KODEX K-메타버스액티브,,포스트 인터넷 시대를 주도할 국내 메타버스 기업군에 투자하여 지수보다 높은 성과를 추구하는 액티브 ETF,KRX,383.29,"['삼성', 'KODEX K-메타버스액티브', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
401590-KR,EF0000002748,HANARO 글로벌탄소배출권선물ICE(합성),,온실가스 감축에 효과적인 수단으로 주목받는 탄소배출권 선물에 투자하는 ETF,KRX,13.95,"['NH-Amundi', 'HANARO 글로벌탄소배출권선물ICE(합성)', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
402460-KR,EF0000002749,HANARO Fn K-메타버스MZ,,"XR 대중화의 신호탄, 2021년 가장 주목받는 메타버스 산업에 투자하는 ETF",KRX,9.21,"['NH-Amundi', 'HANARO Fn K-메타버스MZ', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
402520-KR,EF0000002750,FOCUS 혁신기업액티브,,"국내 상장기업 중 신시장 개척, 생산성 향상이 두드러지는 기업을 혁신기업으로 분류해 투자하는 ETF",KRX,11.14,"['브이아이', 'FOCUS 혁신기업액티브', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
438080-KR,EF0000002861,KINDEX 미국S&P500채권혼합액티브,KIM KINDEX S&P500 3070 Blend ETF,,KRX,81200.0,"['한국투자KINDEX미국S&P500채권혼합액티브증권상장지수투자신탁(채권혼합)', 'ETF', '상장지수', '한국투자', 'KINDEX 미국S&P500채권혼합액티브', '438080']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
438100-KR,EF0000002862,KINDEX 미국나스닥100채권혼합액티브,KIM KINDEX NASDAQ100 3070 Blend ETF,,KRX,81000.0,"['한국투자KINDEX미국나스닥100채권혼합액티브증권상장지수투자신탁(채권혼합)', 'ETF', '상장지수', '한국투자', 'KINDEX 미국나스닥100채권혼합액티브', '438100']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
440340-KR,EF0000002863,TIGER 글로벌멀티에셋TIF액티브,MIRAE ASSET TIGER Global Multi Asset TIF Active ETF,,KRX,11099.0,"['미래에셋TIGER글로벌멀티에셋TIF액티브증권상장지수투자신탁(채권혼합)', 'ETF', '상장지수', '미래에셋', 'TIGER 글로벌멀티에셋TIF액티브', '440340']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
440910-KR,EF0000002864,WOORI 미국S&P우주항공&디펜스,WOORI US S&P Aerospace&Defense ETF,,KRX,65345.0,"['우리WOORI미국S&P우주항공&디펜스증권상장지수투자신탁(주식)', 'ETF', '상장지수', '우리', 'WOORI 미국S&P우주항공&디펜스', '440910']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
436140-KR,EF0000002838,SOL 종합채권(AA-이상)액티브,Shinhan SOL K-Total Bond Active(AA- Higher)ETF,,KRX,0.0,"['신한 SOL 종합채권(AA-이상)액티브증권상장지수투자신탁[채권]', 'ETF', '상장지수', '신한 ', 'SOL 종합채권(AA-이상)액티브', '436140']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
437070-KR,EF0000002839,KODEX 아시아달러채권SRI플러스액티브,SAMSUNG KODEX Asia USD Bond SRI Plus Active ETF,,KRX,0.0,"['삼성 KODEX 아시아달러채권SRI플러스액티브증권상장지수투자신탁[채권]', 'ETF', '상장지수', '삼성 ', 'KODEX 아시아달러채권SRI플러스액티브', '437070']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
437080-KR,EF0000002840,KODEX 미국종합채권SRI액티브(H),SAMSUNG KODEX US Bond SRI Active ETF(H),,KRX,0.0,"['삼성 KODEX 미국종합채권SRI액티브증권상장지수투자신탁(H)[채권]', 'ETF', '상장지수', '삼성 ', 'KODEX 미국종합채권SRI액티브(H)', '437080']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
438210-KR,EF0000002841,ARIRANG 글로벌인공지능산업MV,Hanwha ARIRANG Global Artificial Intelligence MV ETF,,KRX,0.0,"['한화 ARIRANG 글로벌인공지능산업MV증권상장지수투자신탁(주식)', 'ETF', '상장지수', '한화 ', 'ARIRANG 글로벌인공지능산업MV', '438210']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
438740-KR,EF0000002842,마이다스 KoreaStock중소형액티브,MIDAS MIDAS KoreaStock Mid/Small-Cap Active ETF,,KRX,0.0,"['마이다스 마이다스 KoreaStock중소형액티브증권상장지수투자신탁(주식)', 'ETF', '상장지수', '마이다스', '마이다스 KoreaStock중소형액티브', '438740']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
438900-KR,EF0000002843,HANARO Fn K-푸드,NH-Amundi HANARO K-Food ETF,,KRX,0.0,"['NH-Amundi HANARO Fn K-푸드증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'NH-Amundi ', 'HANARO Fn K-푸드', '438900']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
402970-KR,EF0000002751,KINDEX 미국고배당S&P,,"저금리 환경에서 배당주의 상대매력이 부각되는 가운데, 단순 고배당 종목 이상의 우량한 이익 기반 고배당 및 배당성장 스타일을 선별하는 ETF",KRX,10.43,"['한국투자', 'KINDEX 미국고배당S&P', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
403790-KR,EF0000002752,마이다스 KoreaStock액티브,,AI 엔진으로 800여개 KOSPI 기업의 장중 실시간 데이터를 분석하여 300여개 기업에 투자하는 ETF,KRX,9.0,"['마이다스', '마이다스 KoreaStock액티브', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
403990-KR,EF0000002753,KBSTAR KRX기후변화솔루션,,기후위기에 적극적으로 대응하는 저탄소 관련 우수기업에 투자하는 ETF,KRX,6.54,"['KB', 'KBSTAR KRX기후변화솔루션', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
404120-KR,EF0000002754,TIMEFOLIO 탄소중립액티브,,"저탄소경제 전환 관련 상품, 기술 경쟁력을 보유한 종목을 적절하게 발굴하여 운용하는 액티브 ETF",KRX,18.28,"['타임폴리오', 'TIMEFOLIO 탄소중립액티브', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
404260-KR,EF0000002755,KODEX KRX기후변화솔루션,,기후위기에 적극적으로 대응하는 저탄소 관련 우수기업에 투자하는 ETF,KRX,31.09,"['삼성', 'KODEX KRX기후변화솔루션', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
404470-KR,EF0000002756,HANARO KRX기후변화솔루션,,기후위기에 적극적으로 대응하는 저탄소 관련 우수기업에 투자하는 ETF,KRX,5.31,"['NH-Amundi', 'HANARO KRX기후변화솔루션', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
404540-KR,EF0000002757,TIGER KRX기후변화솔루션,,기후위기에 적극적으로 대응하는 저탄소 관련 우수기업에 투자하는 ETF,KRX,31.63,"['미래에셋', 'TIGER KRX기후변화솔루션', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
404650-KR,EF0000002758,SOL KRX기후변화솔루션,,기후위기에 적극적으로 대응하는 저탄소 관련 우수기업에 투자하는 ETF,KRX,6.54,"['신한', 'SOL KRX기후변화솔루션', 'ETF', '상장지수']","[{'category_topc_id':'-', 'category':'-', 'wght_val':0}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
